id,url,ścieżka,tytuł,zawiera
41,https://www.youtube.com/watch?v=3y_NiOvvALc,frames\Africa\Egypt\Cairo,Getting Behind the Wheel In Crazy Cairo (If You Dare),True
42,https://www.youtube.com/watch?v=ap6pQsimrrE,frames\Africa\Egypt\Cairo,"#DashCam - Driving Through Cairo, Egypt #grindface",True
43,https://www.youtube.com/watch?v=5jLmfD0cfhc,frames\Africa\Egypt\Cairo,New Cairo City Tour PT1 |  Driving In Egypt | Cairo Drive | Cairo Vlog 2021 | Driving In New Cairo,True
44,https://www.youtube.com/watch?v=HK45_WHaJpc,frames\Africa\Egypt\Cairo,#driving #cairo #cityview #bridge #city #egyptian #car,True
45,https://www.youtube.com/watch?v=O_8fYaRzq7E,frames\Africa\Egypt\Cairo,Cairo 004 driving,True
46,https://www.youtube.com/watch?v=gkntHz_plaA,frames\Africa\Egypt\Cairo,Traffic in Egypt through @muhamednaserr eyes 😅 🎥 @muhamednaserr via IG 📍Cairo #Egypt #Traffic,True
47,https://www.youtube.com/watch?v=3PtcwKdW7fM,frames\Africa\Egypt\Cairo,Driving through Cairo... busy and noisy!,True
48,https://www.youtube.com/watch?v=K9jp6mf6ZI4,frames\Africa\Egypt\Cairo,"Driving in Cairo Egypt, 2022",True
49,https://www.youtube.com/watch?v=99U-KsaqWh4,frames\Africa\Egypt\Cairo,"Driving in Cairo, Egypt is hectic. Apparently no one drives in their own lane...",True
50,https://www.youtube.com/watch?v=VYQyf9t7p0I,frames\Africa\Egypt\Cairo,"A car trip through the Egyptian villages, sitting on the Nile and drinking tea June 2023",True
51,https://www.youtube.com/watch?v=rQadI-j0D58,frames\Africa\Egypt\Cairo,Hadhood Driving through Cairo,True
52,https://www.youtube.com/watch?v=tHd7657gzvU,frames\Africa\Egypt\Cairo,Egypt Countryside driving 2021,True
53,https://www.youtube.com/watch?v=6ha5xewEpE0,frames\Africa\Egypt\Cairo,Driving in rural area near Cairo,True
54,https://www.youtube.com/watch?v=NiivW5Hcy-I,frames\Africa\Egypt\Cairo,4K Cairo Taxi Ride - Downtown to the Corniche,True
55,https://www.youtube.com/watch?v=OAStELQkV9k,frames\Africa\Egypt\Cairo,Driving Alexandria الإسكندرية to Cairo القاهرة Egypt مصر,True
56,https://www.youtube.com/watch?v=qJWWGzEtxe0,frames\Africa\Egypt\Cairo,On the Roads of Cairo,True
57,https://www.youtube.com/watch?v=msJmaKajiMg,frames\Africa\Egypt\Cairo,Aswan Highway into Giza,False
58,https://www.youtube.com/watch?v=3U6qKgi7zTw,frames\Africa\Egypt\Cairo,Edge of Cairo | Driving the Outskirts of Egypt’s Megacity,True
59,https://www.youtube.com/watch?v=2-DWGlFkwis,frames\Africa\Egypt\Cairo,MOV05240 driving Cairo,True
60,https://www.youtube.com/watch?v=ULeTLuvcwoQ,frames\Africa\Egypt\Cairo,Driving Cairo 28-Sept-2023 | #egyptian #drive  #cityview #citytour #street,True
61,https://www.youtube.com/watch?v=tdku6bp5Bbg,frames\Africa\Egypt\Cairo,Night Driving With Tourist In Cairo Egypt Streets   Viral Streets Videos,True
62,https://www.youtube.com/watch?v=vMLLqRoZWkM,frames\Africa\Egypt\Cairo,Countryside -  Road Driving View - Egypt,True
63,https://www.youtube.com/watch?v=7v5TQEa2fUU,frames\Africa\Egypt\Cairo,It's always rush hour,False
64,https://www.youtube.com/watch?v=7RiqyM4y7rE,frames\Africa\Egypt\Cairo,Egypt Countryside,True
65,https://www.youtube.com/watch?v=Z21hnt5ENBU,frames\Africa\Egypt\Cairo,"Driving Around Cairo, Egypt",True
66,https://www.youtube.com/watch?v=T7awqb2MfyY,frames\Africa\Egypt\Cairo,Driving in Egypt: Abydos temple to Dendera,True
67,https://www.youtube.com/watch?v=q4p3VxNjDgg,frames\Africa\Egypt\Cairo,"Drive From Port Said to Cairo, Egypt",True
68,https://www.youtube.com/watch?v=DKWu2EqUbpQ,frames\Africa\Egypt\Cairo,night drive | cairo 4k,True
69,https://www.youtube.com/watch?v=5VIN84mcBXY,frames\Africa\Egypt\Cairo,"Heliopolis - Nasr Road - Ring Road - El Hadara Axis - Old Cairo - Driving in Cairo, Egypt 🇪🇬",True
70,https://www.youtube.com/watch?v=K0pjrsZC3PI,frames\Africa\Egypt\Cairo,"Alexandria → Cairo, Agriculture Road , Time Lapse - Driving in Cairo, Egypt 🇪🇬",True
71,https://www.youtube.com/watch?v=HMRZqRldINU,frames\Africa\Egypt\Cairo,Driving in Cairo 1,True
72,https://www.youtube.com/watch?v=rAnPjvW-NiM,frames\Africa\Egypt\Cairo,Driving in Cairo #shorts #cairo #egypt,True
73,https://www.youtube.com/watch?v=6D8Ms_AIbKY,frames\Africa\Egypt\Cairo,Driving over the Cairo Citadel view till City of the Dead,True
74,https://www.youtube.com/watch?v=m0lyawrek-Q,frames\Africa\Egypt\Cairo,Cairo Ramsis Downtown ➜ Abbassia | Cairo Drive | Driving In Egypt | Driving In Cairo | السواقة مصر,True
75,https://www.youtube.com/watch?v=VD1hI4Vs2XU,frames\Africa\Egypt\Cairo,Driving By the NIle River,False
76,https://www.youtube.com/watch?v=N4KaFi9Rt24,frames\Africa\Egypt\Cairo,"Ard el Golf → Ring Road → El Fustat - Driving in Cairo, Egypt 🇪🇬",True
77,https://www.youtube.com/watch?v=L0qE7ZpEptE,frames\Africa\Egypt\Cairo,"Driving through the rural village of Siwa, Egypt",True
78,https://www.youtube.com/watch?v=cLJwJmzKb9k,frames\Africa\Egypt\Cairo,"Experience a drive through Old Cairo, Egypt",True
79,https://www.youtube.com/watch?v=ZqeMWnybgP8,frames\Africa\Ethiopia\Addis Ababa,Driving west from downtown Addis Ababa (360 degree video),True
80,https://www.youtube.com/watch?v=WxrXc2h2sVU,frames\Africa\Ethiopia\Addis Ababa,"Crazy Driving in Addis Ababa, Ethiopia",True
81,https://www.youtube.com/watch?v=6vZGXq55XaI,frames\Africa\Ethiopia\Addis Ababa,Part 5: Drive through Addis Ababa - Bisrate Gebriel to Jemo,True
82,https://www.youtube.com/watch?v=8yhLxpZUJ6Y,frames\Africa\Ethiopia\Addis Ababa,Driving Downtown - Addis Ababa City 4K- ETHIOPIA (NOV 28/21),True
83,https://www.youtube.com/watch?v=Q1pi_KDRSCg,frames\Africa\Ethiopia\Addis Ababa,Drive through Addis Ababa Part 20: Meskel Square to Megenagna,True
84,https://www.youtube.com/watch?v=gHecAQbKNCE,frames\Africa\Ethiopia\Addis Ababa,"Crazy Driving in Addis Ababa one line for 4 cars , video by Ethiopian Travel",True
85,https://www.youtube.com/watch?v=yKTRUMlcmlc,frames\Africa\Ethiopia\Addis Ababa,"Addis Ababa Driving Downtown 2022 , 10 hour",True
86,https://www.youtube.com/watch?v=8aFpPmKhRto,frames\Africa\Ethiopia\Addis Ababa,"Drive through Addis Ababa: Mexico Square, Cherkos, Riche, Gotera, Saris",True
87,https://www.youtube.com/watch?v=38h2HeKhm84,frames\Africa\Ethiopia\Addis Ababa,addis ababa drive through 2019,True
88,https://www.youtube.com/watch?v=YNFih0RUo_0,frames\Africa\Ethiopia\Addis Ababa,"Short Drive Around Bole, Addis Ababa",True
89,https://www.youtube.com/watch?v=KPAyr4hdgHM,frames\Africa\Ethiopia\Addis Ababa,Ethiopian drive 3,True
90,https://www.youtube.com/watch?v=BCsWabhNRpk,frames\Africa\Ethiopia\Addis Ababa,Night Drive in Addis Abba | Ethiopia,True
91,https://www.youtube.com/watch?v=E4pAUVeAlLM,frames\Africa\Ethiopia\Addis Ababa,"Driving from Sodo, Wolayta- Addis Ababa, Ethiopia 9-28-2005",True
92,https://www.youtube.com/watch?v=NTB8hzWLJoU,frames\Africa\Ethiopia\Addis Ababa,Addis Ababa City Driving in Ethiopia @ Yoni’s Lens,True
93,https://www.youtube.com/watch?v=TEntut8-22A,frames\Africa\Ethiopia\Addis Ababa,Ethiopia Road Trip | Addis Ababa to Awasa,True
94,https://www.youtube.com/watch?v=82Hc6vEEvW8,frames\Africa\Ethiopia\Addis Ababa,Ethiopian drive 21,True
95,https://www.youtube.com/watch?v=A6Cm3xNCHL4,frames\Africa\Ethiopia\Addis Ababa,Ethiopian drive 1,True
96,https://www.youtube.com/watch?v=w44oYOQio58,frames\Africa\Ethiopia\Addis Ababa,Driving Around Addis Ababa,True
97,https://www.youtube.com/watch?v=Ipvs0hvNmZ0,frames\Africa\Ethiopia\Addis Ababa,Geoffs Highway View :  Mekele to Berhale camp     Ethiopia,True
98,https://www.youtube.com/watch?v=_Bqn9qVdCV8,frames\Africa\Ethiopia\Addis Ababa,Driving in Addis Ababa 1,True
99,https://www.youtube.com/watch?v=Vvd4WkW1O_0,frames\Africa\Ethiopia\Addis Ababa,ethiopia road,True
100,https://www.youtube.com/watch?v=zi9NCClTt3s,frames\Africa\Ethiopia\Addis Ababa,driving from Debre Zeit towards Addis Ababa,True
101,https://www.youtube.com/watch?v=XtrRxclAJ1s,frames\Africa\Ethiopia\Addis Ababa,Drive through the Ethiopian countryside,True
102,https://www.youtube.com/watch?v=m4I1q8A6xlo,frames\Africa\Ethiopia\Addis Ababa,Ethiopia 106: Road from Addis Ababa to Lake Langano,True
103,https://www.youtube.com/watch?v=5oPXeqL2GXM,frames\Africa\Ethiopia\Addis Ababa,Addis Ababa ride march 2021,True
104,https://www.youtube.com/watch?v=4lX8Wl1PC94,frames\Africa\Ethiopia\Addis Ababa,"Drives with Don, to Wageningen",False
105,https://www.youtube.com/watch?v=r19e0FbWJt0,frames\Africa\Ethiopia\Addis Ababa,Driving from Mount Entoto to Merkato Addis Ababa on a cloudy rainy day - 2019 November 24,True
106,https://www.youtube.com/watch?v=H3VjZf3qtFY,frames\Africa\Ethiopia\Addis Ababa,The roads in Ethiopia,True
107,https://www.youtube.com/watch?v=a0N9A8JT2s4,frames\Africa\Ethiopia\Addis Ababa,"Traveling through Addis Ababa, Ethiopia",True
108,https://www.youtube.com/watch?v=Jb83PwiACJc,frames\Africa\Ethiopia\Addis Ababa,The bustling streets of Addis Ababa  #ethiopia,True
109,https://www.youtube.com/watch?v=C3r0uYwQYJw,frames\Africa\Ethiopia\Addis Ababa,Just a Normal Day Driving in South Omo,False
110,https://www.youtube.com/watch?v=TV7Znv1SNQ4,frames\Africa\Ethiopia\Addis Ababa,Driving in Durame Town Ethiopia | Travel Sheger,True
111,https://www.youtube.com/watch?v=4pyMkr8DgcQ,frames\Africa\Ethiopia\Addis Ababa,"[Roads] Chikwa Road, Addis Ababa Drive to Independence Avenue | December 2020 | #Lusaka, #Zambia",True
112,https://www.youtube.com/watch?v=j12-2oahdnY,frames\Africa\Ethiopia\Addis Ababa,"Megenagna to Addisu gebeya , Addis Ababa driving downtown 2022",True
113,https://www.youtube.com/watch?v=psVqF0VeYFY,frames\Africa\Ethiopia\Addis Ababa,"Driving in a Beautiful Rainy Day in Addis Ababa, Ethiopia - Bole Area",True
114,https://www.youtube.com/watch?v=JiOKfcteL8E,frames\Africa\Ethiopia\Addis Ababa,Road from ADDIS ABABA to WOLISO whilst listening to Ethiopian music.💚💛💖,True
115,https://www.youtube.com/watch?v=iEenojx3h2I,frames\Africa\Ethiopia\Addis Ababa,Addis Ababa 2023,True
116,https://www.youtube.com/watch?v=T9YmhE9fVho,frames\Africa\Ethiopia\Addis Ababa,Driving Through Ethiopia Countryside 🇪🇹,True
117,https://www.youtube.com/watch?v=UdTsXrU44FQ,frames\Africa\Ethiopia\Addis Ababa,Sheffield Countryside Driving #viral #ebstv #addisababa #eshetumelese,False
118,https://www.youtube.com/watch?v=6y18V9JYaaY,frames\Africa\Ghana\Accra,Kumasi To Accra - Ghana In 3hours | Full Dashcam Drive | Dashcam Drive,True
119,https://www.youtube.com/watch?v=tVdms4vQhBk,frames\Africa\Ghana\Accra,"Dashcam Drive | Near Death Experience On The Kumasi - Accra Highway In Ghana, West Africa",True
120,https://www.youtube.com/watch?v=S_FbS8-eG5Q,frames\Africa\Ghana\Accra,Road Cam: Incredible Accra: Experience the Mesmerizing Drive from Osu to Blackstar Square (June 23),True
121,https://www.youtube.com/watch?v=fDBdVta8WDo,frames\Africa\Ghana\Accra,Driving A 2022 GMC YUKON AT4 On The Kumasi - Accra Highway At Night | Dashcam Drive,True
122,https://www.youtube.com/watch?v=7O5i-CQelGw,frames\Africa\Ghana\Accra,Drive through the basling streets of Accra Ghana 🇬🇭,True
123,https://www.youtube.com/watch?v=zUV9C-ewD_I,frames\Africa\Ghana\Accra,Accra Central To North Industrial Area Rain Drive Accra Ghana 4K   #accra #ghana,True
124,https://www.youtube.com/watch?v=uOwLRaHP1Ic,frames\Africa\Ghana\Accra,Drive through the capital city of Ghana Accra !!  So beautiful,True
125,https://www.youtube.com/watch?v=-yvVBo1kQhA,frames\Africa\Ghana\Accra,Accra ghana street drive,True
126,https://www.youtube.com/watch?v=RMHlRn-75Mg,frames\Africa\Ghana\Accra,Road Cam: Exploring the Streets of Accra: A Drive Through Ghana's Capital City. May 2023,True
127,https://www.youtube.com/watch?v=-V8mJiGC-IA,frames\Africa\Ghana\Accra,OKPONGLO EAST LEGON ACCRA DRIVE 4K,True
128,https://www.youtube.com/watch?v=L1BQccUZ7v4,frames\Africa\Ghana\Accra,4K drive Ghana 🇬🇭 #west Africa,True
129,https://www.youtube.com/watch?v=rO-xa5iVTaQ,frames\Africa\Ghana\Accra,4K drive Ghana 🇬🇭 Africa countryside,True
130,https://www.youtube.com/watch?v=lMZNoAboYfY,frames\Africa\Ghana\Accra,DRIVING THROUGH CHRISTIAN VILLAGE ACCRA#Abizi tv#accra,True
131,https://www.youtube.com/watch?v=irWqIVruZtU,frames\Africa\Ghana\Accra,driving on the streets of Accra Newtown road,True
132,https://www.youtube.com/watch?v=9LRSwCMr94E,frames\Africa\Ghana\Accra,Ghana drive through accra,True
133,https://www.youtube.com/watch?v=a6Rd5KXps3o,frames\Africa\Ghana\Accra,"Driving through the Volta Region, Ghana",True
134,https://www.youtube.com/watch?v=imy5Z6avNvc,frames\Africa\Ghana\Accra,Kumasi To Ejura - Ghana In 45minutes + My Encounter With The Ghana Police | Dashcam Drive,True
135,https://www.youtube.com/watch?v=LPvgjKppt9w,frames\Africa\Ghana\Accra,Driving Around ASOKWA And Its Neighborhoods In Kumasi-Ghana | Dashcam Drive,True
136,https://www.youtube.com/watch?v=2AGN3Nh_A1U,frames\Africa\Ghana\Accra,Driving From Barekese To Kumasi - ASHANTI REGION | Dashcam Drive,False
137,https://www.youtube.com/watch?v=b__LZ7eMwkM,frames\Africa\Ghana\Accra,"🚗🌟 ""Ghana's Craziest Driving Moments: Hold on Tight for Unforgettable Thrills!"" 🇬🇭🔥",True
138,https://www.youtube.com/watch?v=vLpa3FE3acA,frames\Africa\Ghana\Accra,"Driving through the Volta Region, Ghana",True
139,https://www.youtube.com/watch?v=dcgZ8ubYepc,frames\Africa\Ghana\Accra,Drive through Ghana,True
140,https://www.youtube.com/watch?v=NU6tFOShaow,frames\Africa\Ghana\Accra,"Driving around Accra, Ghana",True
141,https://www.youtube.com/watch?v=TrymCAMDRQQ,frames\Africa\Ghana\Accra,"Journey to Swedro, Ghana from Accra || Central Region #welcometoghana",True
142,https://www.youtube.com/watch?v=qKXxBbu5riI,frames\Africa\Ghana\Accra,4K traffic drive #Accra Ghana#shorts,True
143,https://www.youtube.com/watch?v=wFpzbVZzZaQ,frames\Africa\Ghana\Accra,Kumasi Accra Road i #shorts,True
144,https://www.youtube.com/watch?v=_S_2P_EUyrE,frames\Africa\Ghana\Accra,Dansoman roundabout Accra Ghana #africa #ghanaians #travel #market,True
145,https://www.youtube.com/watch?v=GMaNNFTGT6g,frames\Africa\Ghana\Accra,"Driving to Takoradi, Ghana",True
146,https://www.youtube.com/watch?v=128WLqA6l48,frames\Africa\Ghana\Accra,GHANA IS SO GREEN!!#shorts #travel,True
147,https://www.youtube.com/watch?v=__5Mfvctc7w,frames\Africa\Ghana\Accra,"Driving through the Volta Region, Ghana",True
148,https://www.youtube.com/watch?v=4-emmQys8vk,frames\Africa\Ghana\Accra,"Driving to Takoradi, Ghana",True
149,https://www.youtube.com/watch?v=S8dfau1vFL8,frames\Africa\Ghana\Accra,Roll with us in Ghana! #TheBodleysJourney2Ghana,True
150,https://www.youtube.com/watch?v=uxagXcBoRYo,frames\Africa\Ghana\Accra,"Epic Ghana Vlog: Driving Through Accra to Anyinam, A Visual Delight",True
151,https://www.youtube.com/watch?v=zDCLKf84iDk,frames\Africa\Ghana\Accra,4k ultra HD drive around Africa From lomé to Atakpamé countryside.,True
152,https://www.youtube.com/watch?v=NoJ8hBfq7WA,frames\Africa\Ghana\Accra,"DRIVE IN AFRICAN COMMUNITY , GHANA TESHIE",True
153,https://www.youtube.com/watch?v=dKPZCdy7YzQ,frames\Africa\Ghana\Accra,Transformation of Ghana capital #ghana #travel #accra #africa #climatechange #2023video,True
154,https://www.youtube.com/watch?v=8HeARDWGqyI,frames\Africa\Ghana\Accra,"【4K Drive in Ghana】Accra Driving, the capital city of Ghana",True
155,https://www.youtube.com/watch?v=6CJIsjps6Vc,frames\Africa\Ghana\Accra,Driving through Accra #africa #ghana #accra #driving,True
156,https://www.youtube.com/watch?v=JEnnlttitzA,frames\Africa\Ghana\Accra,"Driving around Central and Greater Accra regions, Ghana",True
157,https://www.youtube.com/watch?v=9B9qPz31GQY,frames\Africa\Ghana\Tamale,Tamale Ghana 4k - Drive around,True
158,https://www.youtube.com/watch?v=RAaVjdrs7gM,frames\Africa\Ghana\Tamale,"Drive from Tamale International Airport to town center | 4k | April 26, 2024",True
159,https://www.youtube.com/watch?v=RBLUktIB720,frames\Africa\Ghana\Tamale,Drive to Tamale 🚗,True
160,https://www.youtube.com/watch?v=EUrJ3gN-Jd4,frames\Africa\Ghana\Tamale,Tamale to Yendi - Long Drive with Music - Driving in Ghana,True
161,https://www.youtube.com/watch?v=dMsBGHvu4V4,frames\Africa\Ghana\Tamale,Drive from Tamale to Mole National Park in Ghana - Part 1,True
162,https://www.youtube.com/watch?v=UTW5OzxOTOY,frames\Africa\Ghana\Tamale,"Driving out of Tamale, rural Ghana",True
163,https://www.youtube.com/watch?v=Syin6-9VGWg,frames\Africa\Ghana\Tamale,"Driving From Tamale To Yapei, Northern Region - Ghana",True
164,https://www.youtube.com/watch?v=dYWZpkOjf4s,frames\Africa\Ghana\Tamale,Walewale Tamale Road  Towards My House,True
165,https://www.youtube.com/watch?v=9d4U9sG4vP0,frames\Africa\Ghana\Tamale,☔️Midnight Rural Highway Rain Drive 😴 Fall Asleep Fast💤,False
166,https://www.youtube.com/watch?v=d1oZr0IUN50,frames\Africa\Ghana\Tamale,#Akpafu#Tamale# My worse road trip in Ghana.Eastern corridor road.,True
167,https://www.youtube.com/watch?v=00DeEXF6CtA,frames\Africa\Ghana\Tamale,☔️Driving on a Rainy Urban Highway 😴 for #Sleep #Work #Study,False
168,https://www.youtube.com/watch?v=je8MOVSy70o,frames\Africa\Ghana\Tamale,Driving through villages in Hungary 🇭🇺 #shorts #traveling #freedom,False
169,https://www.youtube.com/watch?v=40v5YJy1oQg,frames\Africa\Ghana\Tamale,Typical Rural Area Drive-through in Ghana #shorts,True
170,https://www.youtube.com/watch?v=DBsgnltNKS4,frames\Africa\Ghana\Tamale,Dormaa Kokorasua Road Drive To Mpameso Forest Reserve Bono Region Ghana 4K,True
171,https://www.youtube.com/watch?v=KgmfOT-_zvk,frames\Africa\Ghana\Tamale,Simpa Drive from Dadwen Tarkwa Nsuaem Western Region Ghana 4K,True
172,https://www.youtube.com/watch?v=8PwbzvkftWc,frames\Africa\Ghana\Tamale,"Interstate 80, United States of America #i80 #shorts #driving #travel #trucking #iowa #reno",False
173,https://www.youtube.com/watch?v=RqXaEn7Egc4,frames\Africa\Ghana\Tamale,Mamfe Akuapem Rain Drive from Amanokrom to Saforo in the Eastern Region of Ghana 4K,True
174,https://www.youtube.com/watch?v=JQ3DGy_Jq-8,frames\Africa\Ghana\Tamale,The Australian Outback is dangerous sometimes #australianoutback,False
175,https://www.youtube.com/watch?v=fwf8gafCPpk,frames\Africa\Kenya\Maasai Mara,"23D.  The Drive to Maasai Mara - Part 4, the road becomes a bush track with Maasai ""Toll"" gates",True
176,https://www.youtube.com/watch?v=3hbFpX-_C-Y,frames\Africa\Kenya\Maasai Mara,"Real game drive in maasai mara , more communications for the leopard.",True
177,https://www.youtube.com/watch?v=ZAmnOJvk2vs,frames\Africa\Kenya\Maasai Mara,"Drive to Maasai Mara, October 18, 2013",True
178,https://www.youtube.com/watch?v=Oj8ra7LWbfg,frames\Africa\Kenya\Maasai Mara,"23F.  The Drive to Maasai Mara, we arrive at the Sopa Lodge",True
179,https://www.youtube.com/watch?v=R8Cg-VU-pnk,frames\Africa\Kenya\Maasai Mara,A FULL DAY GAME DRIVE|MASAI MARA NATIONAL RESERVE|JustSimplyClaire,False
180,https://www.youtube.com/watch?v=X0gzaAF9QIk,frames\Africa\Kenya\Maasai Mara,Driving towards the Sunset in Maasai Mara National Reserve | Kenya,True
181,https://www.youtube.com/watch?v=xhJ9RfOU0Gg,frames\Africa\Kenya\Maasai Mara,"Masai Mara, Kenya, game-drive. Zebras",True
182,https://www.youtube.com/watch?v=l7vl8iXnPOA,frames\Africa\Kenya\Maasai Mara,"Driving in the dark before morning away from Angama Maasai Mara, Kenya, 2022-02-22",True
183,https://www.youtube.com/watch?v=pfXRAqeWb1I,frames\Africa\Kenya\Maasai Mara,Driving Kenya in Bone Rattler,True
184,https://www.youtube.com/watch?v=W05SAAjbAJM,frames\Africa\Kenya\Maasai Mara,On Safari in the Masai Mara,False
185,https://www.youtube.com/watch?v=X39jh3b7MFA,frames\Africa\Kenya\Maasai Mara,driving in Maasai Mara (3),True
